Order ID,Order Date,Region,Category,Sub-Category,Segment,Quantity,Price,Sales,Profit
ORD-10134,2023-01-15,South,Office Supplies,Pens,Consumer,5,442.68,2213.4,-165.02
ORD-10092,2023-01-15,South,Office Supplies,Paper,Consumer,1,413.13,413.13,-1.33
ORD-10903,2023-01-15,South,Office Supplies,Pens,Home Office,2,437.31,874.62,-146.18
ORD-10497,2023-01-16,Central,Technology,Computers,Consumer,2,515.27,1030.54,95.19
ORD-10329,2023-01-17,West,Office Supplies,Binders,Consumer,4,449.35,1797.4,307.16
ORD-10352,2023-01-18,South,Office Supplies,Binders,Consumer,5,357.75,1788.75,445.81
ORD-10566,2023-01-19,East,Office Supplies,Paper,Consumer,3,172.35,517.05,-67.34
ORD-10636,2023-01-19,South,Office Supplies,Paper,Consumer,5,133.5,667.5,-132.9
ORD-10383,2023-01-20,East,Furniture,Bookcase,Consumer,4,11.8,47.2,-2.99
ORD-10671,2023-01-20,West,Office Supplies,Appliances,Home Office,3,399.17,1197.51,309.1
ORD-10987,2023-01-20,East,Office Supplies,Appliances,Consumer,2,163.68,327.36,-48.63
ORD-10044,2023-01-21,Central,Technology,Accessories,Consumer,2,470.32,940.64,57.22
ORD-10006,2023-01-21,West,Office Supplies,Appliances,Consumer,3,313.93,941.79,91.24
ORD-10846,2023-01-22,West,Furniture,Table,Corporate,5,57.37,286.85,22.48
ORD-10307,2023-01-22,Central,Technology,Phones,Corporate,1,228.8,228.8,-32.5
ORD-10025,2023-01-22,West,Furniture,Chair,Consumer,3,37.53,112.59,25.51
ORD-10747,2023-01-23,West,Furniture,Table,Consumer,2,8.36,16.72,3.68
ORD-10482,2023-01-23,South,Technology,Computers,Corporate,1,12.61,12.61,-1.05
ORD-10580,2023-01-25,East,Office Supplies,Binders,Consumer,3,117.25,351.75,58.6
ORD-10918,2023-01-25,West,Furniture,Bookcase,Consumer,5,104.58,522.9,-81.55
ORD-10914,2023-01-25,South,Office Supplies,Binders,Consumer,2,378.12,756.24,107.47
ORD-10977,2023-01-26,West,Furniture,Furnishings,Consumer,5,160.9,804.5,-25.33
ORD-10872,2023-01-26,West,Technology,Accessories,Home Office,2,593.29,1186.58,207.63
ORD-10375,2023-01-26,Central,Office Supplies,Binders,Corporate,3,339.63,1018.89,192.21
ORD-10316,2023-01-27,West,Technology,Computers,Corporate,1,239.06,239.06,53.95
ORD-10109,2023-01-28,West,Furniture,Table,Consumer,5,171.82,859.1,219.83
ORD-10164,2023-01-28,West,Office Supplies,Appliances,Consumer,5,196.6,983.0,324.49
ORD-10906,2023-01-28,South,Technology,Computers,Consumer,3,109.45,328.35,-4.93
ORD-10696,2023-01-28,West,Office Supplies,Pens,Consumer,2,310.27,620.54,169.68
ORD-10886,2023-01-28,South,Office Supplies,Binders,Corporate,1,150.43,150.43,25.52
ORD-10149,2023-01-29,South,Office Supplies,Appliances,Consumer,1,306.2,306.2,24.12
ORD-10614,2023-01-29,Central,Office Supplies,Pens,Corporate,5,467.6,2338.0,-77.48
ORD-10801,2023-01-30,South,Technology,Phones,Consumer,4,475.75,1903.0,69.61
ORD-10959,2023-01-31,East,Office Supplies,Appliances,Home Office,1,91.91,91.91,-9.41
ORD-10114,2023-02-02,Central,Office Supplies,Binders,Consumer,4,493.38,1973.52,652.87
ORD-10507,2023-02-02,West,Technology,Phones,Consumer,4,577.84,2311.36,173.96
ORD-10305,2023-02-02,Central,Office Supplies,Appliances,Consumer,1,345.07,345.07,24.71
ORD-10814,2023-02-03,Central,Office Supplies,Appliances,Consumer,2,407.74,815.48,157.57
ORD-10854,2023-02-03,East,Office Supplies,Paper,Corporate,2,293.8,587.6,31.99
ORD-10761,2023-02-03,West,Furniture,Furnishings,Consumer,2,225.85,451.7,47.29
ORD-10927,2023-02-03,East,Office Supplies,Appliances,Consumer,1,357.94,357.94,0.52
ORD-10123,2023-02-04,West,Office Supplies,Pens,Corporate,1,167.55,167.55,24.57
ORD-10523,2023-02-04,West,Technology,Copiers,Consumer,1,206.62,206.62,-0.29
ORD-10058,2023-02-04,West,Furniture,Chair,Consumer,2,151.67,303.34,-21.69
ORD-10326,2023-02-04,West,Office Supplies,Binders,Home Office,1,346.55,346.55,62.22
ORD-10708,2023-02-04,West,Office Supplies,Appliances,Consumer,5,154.4,772.0,-138.52
ORD-10962,2023-02-05,Central,Office Supplies,Appliances,Corporate,4,217.77,871.08,-36.59
ORD-10381,2023-02-05,South,Technology,Copiers,Consumer,4,330.04,1320.16,261.25
ORD-10150,2023-02-05,West,Furniture,Furnishings,Consumer,2,174.13,348.26,3.31
ORD-10545,2023-02-05,South,Furniture,Furnishings,Consumer,4,326.65,1306.6,-186.99
ORD-10337,2023-02-06,East,Office Supplies,Appliances,Home Office,5,126.67,633.35,13.63
ORD-10551,2023-02-06,South,Office Supplies,Paper,Corporate,5,348.85,1744.25,0.99
ORD-10267,2023-02-06,West,Office Supplies,Paper,Consumer,2,87.6,175.2,6.45
ORD-10310,2023-02-07,East,Office Supplies,Binders,Corporate,1,435.53,435.53,87.88
ORD-10995,2023-02-07,East,Technology,Computers,Home Office,3,151.64,454.92,43.28
ORD-10249,2023-02-08,West,Technology,Computers,Consumer,1,383.4,383.4,57.03
ORD-10908,2023-02-08,West,Technology,Copiers,Consumer,5,582.68,2913.4,318.08
ORD-10476,2023-02-08,South,Office Supplies,Paper,Consumer,4,178.45,713.8,215.65
ORD-10372,2023-02-08,East,Office Supplies,Appliances,Consumer,3,106.64,319.92,21.01
ORD-10637,2023-02-08,West,Office Supplies,Paper,Consumer,1,57.18,57.18,5.98
ORD-10765,2023-02-08,Central,Office Supplies,Pens,Consumer,2,114.06,228.12,-32.67
ORD-10585,2023-02-08,Central,Furniture,Bookcase,Consumer,1,43.21,43.21,-4.6
ORD-10960,2023-02-09,East,Office Supplies,Paper,Home Office,3,302.9,908.7,-149.5
ORD-10090,2023-02-10,Central,Furniture,Table,Consumer,1,124.81,124.81,42.77
ORD-10108,2023-02-10,South,Furniture,Chair,Consumer,4,485.06,1940.24,96.21
ORD-10699,2023-02-10,West,Technology,Computers,Consumer,3,157.09,471.27,-25.51
ORD-10136,2023-02-11,Central,Technology,Computers,Consumer,4,322.13,1288.52,215.38
ORD-10588,2023-02-11,West,Office Supplies,Pens,Consumer,1,210.64,210.64,-39.35
ORD-10932,2023-02-11,West,Furniture,Table,Consumer,1,238.0,238.0,-41.17
ORD-10820,2023-02-12,West,Furniture,Chair,Consumer,5,19.44,97.2,9.49
ORD-10515,2023-02-12,East,Furniture,Bookcase,Consumer,5,474.38,2371.9,-77.01
ORD-10166,2023-02-13,South,Furniture,Chair,Home Office,5,488.06,2440.3,587.74
ORD-10656,2023-02-13,East,Office Supplies,Appliances,Corporate,3,474.15,1422.45,-174.02
ORD-10516,2023-02-13,South,Office Supplies,Binders,Consumer,2,463.82,927.64,-76.5
ORD-10070,2023-02-13,Central,Office Supplies,Appliances,Consumer,1,82.88,82.88,-9.26
ORD-10160,2023-02-14,East,Technology,Computers,Consumer,3,567.53,1702.59,239.59
ORD-10707,2023-02-15,South,Furniture,Bookcase,Corporate,5,492.97,2464.85,643.9
ORD-10853,2023-02-15,Central,Office Supplies,Paper,Consumer,5,122.59,612.95,42.36
ORD-10333,2023-02-15,Central,Technology,Computers,Corporate,3,394.68,1184.04,399.64
ORD-10861,2023-02-16,South,Office Supplies,Binders,Consumer,3,401.9,1205.7,68.13
ORD-10470,2023-02-16,East,Technology,Copiers,Consumer,2,167.51,335.02,-5.09
ORD-10421,2023-02-16,East,Office Supplies,Appliances,Consumer,2,71.16,142.32,6.28
ORD-10990,2023-02-16,East,Technology,Computers,Consumer,3,730.22,2190.66,514.39
ORD-10672,2023-02-16,Central,Technology,Computers,Consumer,4,605.28,2421.12,641.04
ORD-10452,2023-02-17,Central,Furniture,Furnishings,Home Office,3,6.55,19.65,-2.05
ORD-10869,2023-02-17,East,Office Supplies,Appliances,Consumer,2,50.8,101.6,-14.68
ORD-10115,2023-02-17,South,Technology,Computers,Consumer,3,370.47,1111.41,185.36
ORD-10328,2023-02-18,South,Office Supplies,Paper,Consumer,2,275.7,551.4,-55.6
ORD-10029,2023-02-18,East,Office Supplies,Appliances,Consumer,5,93.38,466.9,74.24
ORD-10061,2023-02-19,South,Furniture,Furnishings,Consumer,5,416.17,2080.85,-278.45
ORD-10394,2023-02-20,West,Technology,Accessories,Corporate,1,272.49,272.49,-1.48
ORD-10804,2023-02-20,Central,Office Supplies,Binders,Consumer,5,341.88,1709.4,-60.25
ORD-10840,2023-02-20,East,Office Supplies,Paper,Corporate,3,261.59,784.77,-125.49
ORD-10313,2023-02-20,West,Furniture,Bookcase,Consumer,1,412.54,412.54,94.93
ORD-10036,2023-02-20,East,Office Supplies,Paper,Home Office,3,213.74,641.22,-81.59
ORD-10756,2023-02-20,East,Office Supplies,Appliances,Corporate,3,384.29,1152.87,-37.75
ORD-10197,2023-02-21,West,Office Supplies,Appliances,Consumer,1,219.84,219.84,-33.26
ORD-10142,2023-02-21,East,Office Supplies,Appliances,Consumer,1,117.19,117.19,-0.56
ORD-10575,2023-02-21,West,Office Supplies,Paper,Consumer,4,16.93,67.72,-9.21
ORD-10748,2023-02-22,Central,Technology,Accessories,Consumer,2,591.35,1182.7,26.98
ORD-10412,2023-02-22,West,Technology,Computers,Home Office,5,741.99,3709.95,-269.52
ORD-10215,2023-02-22,East,Office Supplies,Binders,Corporate,4,181.21,724.84,244.95
ORD-10581,2023-02-22,East,Office Supplies,Pens,Consumer,2,105.14,210.28,2.67
ORD-10816,2023-02-22,East,Furniture,Bookcase,Home Office,2,85.44,170.88,56.02
ORD-10085,2023-02-22,West,Technology,Accessories,Consumer,2,572.56,1145.12,165.38
ORD-10054,2023-02-22,Central,Office Supplies,Paper,Consumer,5,309.85,1549.25,-111.35
ORD-10409,2023-02-23,South,Furniture,Table,Home Office,5,95.8,479.0,129.44
ORD-10209,2023-02-23,East,Technology,Phones,Consumer,4,592.38,2369.52,339.87
ORD-10773,2023-02-23,East,Furniture,Bookcase,Home Office,4,298.38,1193.52,302.88
ORD-10678,2023-02-23,South,Office Supplies,Paper,Home Office,4,370.39,1481.56,401.99
ORD-10355,2023-02-23,Central,Office Supplies,Pens,Corporate,1,184.05,184.05,59.28
ORD-10064,2023-02-23,East,Office Supplies,Paper,Consumer,3,116.1,348.3,-26.78
ORD-10277,2023-02-23,East,Office Supplies,Pens,Consumer,4,416.19,1664.76,165.9
ORD-10038,2023-02-24,Central,Furniture,Chair,Consumer,2,361.5,723.0,-102.22
ORD-10883,2023-02-25,East,Technology,Copiers,Consumer,4,458.04,1832.16,489.57
ORD-10865,2023-02-25,East,Furniture,Furnishings,Consumer,5,444.93,2224.65,-369.47
ORD-10584,2023-02-26,East,Furniture,Bookcase,Corporate,2,96.71,193.42,18.9
ORD-10644,2023-02-27,West,Furniture,Chair,Consumer,1,8.46,8.46,0.19
ORD-10356,2023-02-27,East,Furniture,Chair,Home Office,1,355.7,355.7,-37.47
ORD-10402,2023-02-27,East,Furniture,Bookcase,Consumer,4,288.1,1152.4,394.62
ORD-10655,2023-02-27,East,Office Supplies,Paper,Home Office,2,108.9,217.8,-12.3
ORD-10444,2023-02-27,East,Office Supplies,Pens,Corporate,3,19.86,59.58,17.49
ORD-10436,2023-02-27,Central,Technology,Phones,Corporate,2,89.22,178.44,55.1
ORD-10030,2023-02-28,South,Furniture,Furnishings,Consumer,3,481.51,1444.53,461.42
ORD-10413,2023-03-01,East,Furniture,Bookcase,Consumer,3,354.78,1064.34,6.35
ORD-10262,2023-03-01,East,Office Supplies,Paper,Consumer,2,10.79,21.58,0.69
ORD-10870,2023-03-02,Central,Technology,Accessories,Home Office,1,691.07,691.07,-102.63
ORD-10838,2023-03-02,West,Technology,Phones,Consumer,5,61.12,305.6,53.92
ORD-10161,2023-03-03,East,Office Supplies,Paper,Consumer,1,392.43,392.43,-21.21
ORD-10561,2023-03-03,West,Office Supplies,Binders,Consumer,1,129.19,129.19,-17.28
ORD-10973,2023-03-03,Central,Furniture,Furnishings,Consumer,2,87.64,175.28,-23.38
ORD-10116,2023-03-03,East,Furniture,Chair,Home Office,2,104.92,209.84,35.75
ORD-10101,2023-03-04,South,Office Supplies,Binders,Consumer,2,372.64,745.28,25.36
ORD-10397,2023-03-04,South,Furniture,Table,Consumer,1,175.67,175.67,9.49
ORD-10731,2023-03-04,East,Office Supplies,Pens,Consumer,5,412.7,2063.5,391.96
ORD-10138,2023-03-04,East,Furniture,Chair,Consumer,5,322.78,1613.9,216.1
ORD-10512,2023-03-06,East,Furniture,Chair,Consumer,2,313.26,626.52,-48.57
ORD-10094,2023-03-06,Central,Technology,Phones,Consumer,1,702.64,702.64,-120.44
ORD-10723,2023-03-06,East,Office Supplies,Binders,Consumer,4,152.44,609.76,139.65
ORD-10158,2023-03-07,West,Technology,Copiers,Consumer,5,702.81,3514.05,990.46
ORD-10784,2023-03-07,Central,Office Supplies,Pens,Consumer,2,106.91,213.82,-1.31
ORD-10920,2023-03-08,East,Office Supplies,Pens,Consumer,1,423.53,423.53,101.43
ORD-10298,2023-03-09,West,Office Supplies,Appliances,Corporate,2,411.61,823.22,86.49
ORD-10919,2023-03-09,Central,Furniture,Furnishings,Home Office,4,386.88,1547.52,469.4
ORD-10469,2023-03-10,East,Office Supplies,Pens,Home Office,4,142.84,571.36,153.78
ORD-10578,2023-03-10,South,Technology,Computers,Home Office,1,18.32,18.32,-1.17
ORD-10458,2023-03-10,East,Technology,Phones,Home Office,3,554.16,1662.48,136.48
ORD-10813,2023-03-10,West,Furniture,Table,Home Office,5,22.03,110.15,16.44
ORD-10627,2023-03-11,Central,Office Supplies,Pens,Corporate,1,157.4,157.4,9.83
ORD-10946,2023-03-11,East,Technology,Phones,Corporate,4,105.29,421.16,114.69
ORD-10764,2023-03-13,East,Technology,Phones,Consumer,5,650.64,3253.2,242.53
ORD-10004,2023-03-13,East,Furniture,Chair,Corporate,1,376.5,376.5,90.26
ORD-10858,2023-03-14,Central,Furniture,Table,Consumer,3,105.03,315.09,-43.94
ORD-10602,2023-03-15,West,Office Supplies,Paper,Consumer,1,125.08,125.08,-18.73
ORD-10281,2023-03-16,South,Office Supplies,Pens,Consumer,5,374.2,1871.0,191.08
ORD-10785,2023-03-16,South,Furniture,Chair,Consumer,3,481.55,1444.65,210.33
ORD-10535,2023-03-16,West,Technology,Phones,Corporate,2,180.75,361.5,52.03
ORD-10967,2023-03-16,West,Office Supplies,Appliances,Home Office,3,395.26,1185.78,296.39
ORD-10600,2023-03-17,Central,Office Supplies,Paper,Corporate,1,399.14,399.14,81.53
ORD-10462,2023-03-17,Central,Technology,Copiers,Corporate,5,598.48,2992.4,-310.26
ORD-10570,2023-03-17,East,Office Supplies,Paper,Consumer,2,237.61,475.22,36.29
ORD-10855,2023-03-19,West,Office Supplies,Pens,Consumer,2,217.3,434.6,-41.75
ORD-10754,2023-03-19,West,Office Supplies,Appliances,Corporate,4,218.95,875.8,-131.09
ORD-10887,2023-03-19,South,Office Supplies,Binders,Consumer,3,317.44,952.32,-104.77
ORD-10663,2023-03-21,South,Office Supplies,Paper,Consumer,1,306.86,306.86,-20.73
ORD-10060,2023-03-22,East,Technology,Phones,Corporate,3,678.52,2035.56,700.34
ORD-10103,2023-03-22,Central,Office Supplies,Appliances,Home Office,2,397.51,795.02,127.41
ORD-10805,2023-03-22,East,Furniture,Bookcase,Consumer,3,205.57,616.71,78.83
ORD-10203,2023-03-22,East,Furniture,Furnishings,Consumer,2,455.15,910.3,208.57
ORD-10710,2023-03-23,South,Technology,Copiers,Consumer,3,704.1,2112.3,-102.32
ORD-10931,2023-03-24,West,Furniture,Chair,Corporate,3,441.45,1324.35,421.21
ORD-10751,2023-03-24,East,Office Supplies,Pens,Consumer,4,244.36,977.44,-77.17
ORD-10562,2023-03-25,South,Technology,Computers,Consumer,5,259.43,1297.15,101.52
ORD-10753,2023-03-26,West,Furniture,Chair,Consumer,4,436.44,1745.76,52.53
ORD-10465,2023-03-27,East,Office Supplies,Paper,Corporate,2,474.51,949.02,303.27
ORD-10156,2023-03-27,South,Office Supplies,Binders,Corporate,5,162.18,810.9,262.76
ORD-10911,2023-03-27,West,Office Supplies,Binders,Corporate,1,362.01,362.01,-26.53
ORD-10011,2023-03-29,West,Office Supplies,Binders,Consumer,4,231.22,924.88,122.25
ORD-10453,2023-03-30,West,Office Supplies,Pens,Consumer,1,359.02,359.02,-16.14
ORD-10048,2023-03-30,South,Office Supplies,Paper,Consumer,5,347.68,1738.4,464.25
ORD-10691,2023-03-31,South,Office Supplies,Binders,Consumer,4,426.85,1707.4,-303.04
ORD-10526,2023-03-31,Central,Office Supplies,Appliances,Consumer,1,74.85,74.85,7.49
ORD-10992,2023-03-31,South,Office Supplies,Binders,Home Office,3,162.93,488.79,162.73
ORD-10529,2023-03-31,Central,Office Supplies,Paper,Consumer,5,385.16,1925.8,74.91
ORD-10633,2023-04-01,West,Furniture,Furnishings,Corporate,3,128.74,386.22,-61.66
ORD-10843,2023-04-02,South,Technology,Accessories,Consumer,4,103.21,412.84,80.92
ORD-10388,2023-04-02,South,Technology,Phones,Consumer,1,33.49,33.49,7.81
ORD-10435,2023-04-02,West,Technology,Copiers,Consumer,1,349.92,349.92,110.91
ORD-10056,2023-04-02,East,Technology,Copiers,Corporate,1,305.93,305.93,19.56
ORD-10528,2023-04-03,East,Furniture,Chair,Corporate,4,488.75,1955.0,462.55
ORD-10836,2023-04-03,South,Furniture,Furnishings,Consumer,5,491.52,2457.6,233.62
ORD-10972,2023-04-04,South,Office Supplies,Appliances,Corporate,5,82.48,412.4,0.68
ORD-10471,2023-04-04,Central,Technology,Phones,Corporate,3,136.32,408.96,3.62
ORD-10953,2023-04-05,East,Furniture,Table,Home Office,5,297.69,1488.45,428.32
ORD-10342,2023-04-05,East,Technology,Phones,Consumer,1,117.52,117.52,20.42
ORD-10827,2023-04-05,Central,Office Supplies,Paper,Corporate,2,483.09,966.18,-100.36
ORD-10519,2023-04-05,East,Office Supplies,Pens,Corporate,4,215.93,863.72,222.67
ORD-10763,2023-04-05,Central,Office Supplies,Pens,Consumer,5,252.28,1261.4,278.3
ORD-10192,2023-04-06,East,Office Supplies,Appliances,Corporate,2,198.81,397.62,10.71
ORD-10493,2023-04-06,West,Furniture,Furnishings,Consumer,5,308.92,1544.6,-94.11
ORD-10546,2023-04-06,East,Office Supplies,Pens,Consumer,3,5.02,15.06,2.89
ORD-10143,2023-04-06,Central,Office Supplies,Binders,Home Office,4,120.69,482.76,46.83
ORD-10449,2023-04-06,East,Office Supplies,Appliances,Consumer,5,120.09,600.45,-77.26
ORD-10233,2023-04-07,Central,Furniture,Chair,Corporate,1,419.34,419.34,-19.46
ORD-10320,2023-04-07,South,Office Supplies,Appliances,Consumer,1,305.04,305.04,-12.16
ORD-10229,2023-04-08,South,Office Supplies,Binders,Consumer,4,265.09,1060.36,-69.57
ORD-10792,2023-04-08,South,Technology,Computers,Consumer,1,270.75,270.75,29.93
ORD-10737,2023-04-08,East,Office Supplies,Paper,Corporate,1,427.39,427.39,31.66
ORD-10335,2023-04-09,South,Furniture,Furnishings,Consumer,5,251.95,1259.75,-243.56
ORD-10288,2023-04-09,South,Office Supplies,Pens,Consumer,2,71.55,143.1,-5.06
ORD-10343,2023-04-09,West,Office Supplies,Appliances,Corporate,3,216.61,649.83,-13.33
ORD-10256,2023-04-09,South,Office Supplies,Appliances,Consumer,5,132.8,664.0,113.57
ORD-10544,2023-04-09,Central,Office Supplies,Binders,Consumer,1,334.2,334.2,35.46
ORD-10271,2023-04-09,West,Furniture,Furnishings,Consumer,3,72.22,216.66,-31.5
ORD-10119,2023-04-09,South,Technology,Accessories,Corporate,4,509.81,2039.24,-165.95
ORD-10739,2023-04-09,South,Office Supplies,Appliances,Consumer,1,448.38,448.38,-82.54
ORD-10579,2023-04-09,East,Furniture,Furnishings,Consumer,1,287.95,287.95,-28.32
ORD-10477,2023-04-10,Central,Office Supplies,Binders,Corporate,1,176.71,176.71,7.0
ORD-10487,2023-04-10,East,Technology,Copiers,Home Office,4,439.2,1756.8,-249.08
ORD-10012,2023-04-10,East,Office Supplies,Paper,Consumer,4,387.08,1548.32,-299.27
ORD-10568,2023-04-10,West,Furniture,Furnishings,Corporate,3,151.26,453.78,41.51
ORD-10509,2023-04-11,East,Office Supplies,Binders,Consumer,1,349.86,349.86,-7.56
ORD-10201,2023-04-11,South,Office Supplies,Paper,Consumer,3,470.64,1411.92,-81.03
ORD-10933,2023-04-11,East,Technology,Copiers,Corporate,3,292.63,877.89,236.96
ORD-10125,2023-04-11,Central,Furniture,Bookcase,Consumer,2,380.88,761.76,57.32
ORD-10410,2023-04-11,West,Office Supplies,Paper,Consumer,1,402.75,402.75,119.2
ORD-10416,2023-04-13,South,Office Supplies,Binders,Corporate,5,178.35,891.75,153.93
ORD-10786,2023-04-13,Central,Furniture,Bookcase,Corporate,2,311.05,622.1,142.96
ORD-10007,2023-04-13,South,Office Supplies,Paper,Corporate,2,274.06,548.12,163.65
ORD-10000,2023-04-13,West,Office Supplies,Paper,Consumer,2,276.56,553.12,56.37
ORD-10368,2023-04-14,West,Office Supplies,Binders,Consumer,3,340.38,1021.14,-163.73
ORD-10283,2023-04-14,South,Furniture,Furnishings,Consumer,2,248.25,496.5,43.37
ORD-10531,2023-04-15,East,Furniture,Bookcase,Consumer,2,130.52,261.04,15.41
ORD-10738,2023-04-15,East,Furniture,Bookcase,Corporate,5,260.01,1300.05,448.07
ORD-10065,2023-04-16,South,Office Supplies,Binders,Consumer,3,439.34,1318.02,-71.07
ORD-10428,2023-04-16,Central,Office Supplies,Paper,Corporate,3,499.45,1498.35,-30.49
ORD-10803,2023-04-16,East,Office Supplies,Appliances,Consumer,1,139.36,139.36,-27.59
ORD-10867,2023-04-17,West,Office Supplies,Pens,Consumer,3,441.79,1325.37,151.65
ORD-10003,2023-04-17,South,Technology,Accessories,Corporate,4,289.08,1156.32,357.94
ORD-10165,2023-04-18,East,Furniture,Chair,Consumer,5,381.34,1906.7,-237.56
ORD-10414,2023-04-18,Central,Furniture,Bookcase,Corporate,3,192.72,578.16,148.73
ORD-10586,2023-04-19,Central,Furniture,Furnishings,Corporate,4,182.28,729.12,250.98
ORD-10922,2023-04-19,Central,Technology,Copiers,Corporate,5,748.93,3744.65,-697.82
ORD-10924,2023-04-21,South,Furniture,Bookcase,Corporate,3,444.69,1334.07,70.66
ORD-10822,2023-04-21,South,Office Supplies,Paper,Consumer,2,228.31,456.62,89.17
ORD-10926,2023-04-21,East,Office Supplies,Pens,Consumer,2,223.82,447.64,-7.27
ORD-10896,2023-04-21,South,Office Supplies,Paper,Consumer,5,338.44,1692.2,-278.04
ORD-10928,2023-04-21,South,Technology,Phones,Consumer,1,247.72,247.72,-24.5
ORD-10287,2023-04-22,West,Office Supplies,Paper,Consumer,5,463.56,2317.8,-439.19
ORD-10778,2023-04-22,West,Office Supplies,Binders,Consumer,3,72.93,218.79,69.08
ORD-10947,2023-04-22,East,Office Supplies,Binders,Consumer,1,120.43,120.43,33.17
ORD-10261,2023-04-22,South,Office Supplies,Pens,Corporate,1,81.39,81.39,-8.59
ORD-10202,2023-04-23,West,Technology,Phones,Consumer,4,603.46,2413.84,125.53
ORD-10876,2023-04-23,South,Office Supplies,Binders,Home Office,3,253.08,759.24,8.41
ORD-10200,2023-04-23,South,Furniture,Chair,Corporate,3,17.97,53.91,-10.06
ORD-10282,2023-04-23,South,Office Supplies,Paper,Consumer,4,484.96,1939.84,624.65
ORD-10205,2023-04-23,East,Furniture,Furnishings,Corporate,4,141.48,565.92,-27.4
